v_mean_m_per_s,p_from_bar,p_to_bar,t_from_k,t_to_k,mdot_from_kg_per_s,mdot_to_kg_per_s,vdot_norm_m3_per_s,reynolds,lambda,deltat_k,qext_w
0.297000923,9.91118354,7.116713844,383.1179216,313.15,0.433261575,-0.433261575,0.000433314,35039.43776,0.019174679,68.16295014,136325.5002
0.293288567,9.632539656,7.440500933,382.4752602,313.15,0.427846033,-0.427846033,0.000427897,34601.46315,0.019197798,68.82994996,134621.5029
0.3722939,9.631025702,7.441644658,382.5984005,313.15,0.543098116,-0.543098116,0.000543163,43922.31789,0.018805283,68.89663126,170885.5032
0.090292743,9.973011566,7.035516015,383.1471816,312.9265592,0.131718028,-0.131718028,0.000131734,10652.51551,0.023356136,68.85736702,41445.00018
0.456197844,9.002082818,8.154951887,382.0923302,313.15,0.665496237,-0.665496237,0.000665576,53821.09861,0.01853729,68.83630065,209398
0.180131243,9.492678444,7.718518439,379.1129074,313.15,0.262773412,-0.262773412,0.000262805,21251.44058,0.020359726,69.22532016,82681.49982
0.675831753,9.430746818,7.782762848,380.4883696,313.15,0.985895691,-0.985895691,0.000986014,79732.96656,0.018150844,69.07199878,310211.5
0.282893294,9.578912711,7.498675658,379.94914,313.15,0.412681527,-0.412681527,0.000412731,33375.05447,0.019265765,69.15835681,129850
0.346152679,9.384467068,7.756465403,382.3778521,313.15,0.5049636,-0.5049636,0.000505024,40838.24098,0.018915324,68.78410543,158886.5
0.242206551,9.214808509,7.936830935,382.4507885,313.15,0.353328167,-0.353328167,0.000353371,28574.9326,0.019587891,69.90940353,111174.5002
0.478770485,9.786594248,7.339714407,382.9856886,313.15,0.69842495,-0.69842495,0.000698509,56484.16327,0.018481226,66.1267968,219759.0002
0.50816982,9.365658655,7.787050178,382.2104245,313.15,0.741312365,-0.741312365,0.000741401,59952.62436,0.018415675,67.05689988,233253.5002
2.630689776,9.406257962,7.757507057,382.1094695,313.15,3.837620386,-3.837620386,0.00383808,310362.3038,0.017554376,68.97430882,1207505
0.364721024,9.333546327,7.82187077,381.6200639,313.15,0.532050891,-0.532050891,0.000532115,43028.88861,0.018835538,69.28502809,167409.5002
0.638257153,8.93463494,8.220340406,382.4069808,313.15,0.93108229,-0.93108229,0.000931194,75300.00768,0.018198099,69.24669213,292964.4956
0.38165105,9.598225126,7.475938989,382.3844935,313.15,0.55674822,-0.55674822,0.000556815,45026.25133,0.018769558,68.94721588,175180.5002
0.422337793,9.512277913,7.698024515,380.5807255,313.15,0.616101579,-0.616101579,0.000616175,49826.37319,0.018632626,67.34558383,193856
0.290176407,9.547560569,7.625708053,382.4425758,313.15,0.42330605,-0.42330605,0.000423357,34234.29822,0.019217635,67.11642887,133192.9998
1.618808692,9.542551904,7.632546997,382.5187297,313.15,2.361499746,-2.361499746,0.002361783,190983.0644,0.017683273,69.31624219,743044.5078
0,9.543726813,7.631338839,,,0,0,0,0,0.017348165,0,0
0.270423985,9.580955044,7.597245953,382.5404283,313.15,0.394491441,-0.394491441,0.000394539,31903.95609,0.019354186,68.47058032,124126.5
0.400947052,9.42368026,7.729962332,381.9537908,313.15,0.584897008,-0.584897008,0.000584967,47302.74614,0.018701152,67.02194905,184037.5
0.398124655,9.213280664,7.938312472,382.4853159,313.15,0.580779728,-0.580779728,0.000580849,46969.76672,0.018710744,69.12865161,182742.0002
0.188596255,9.213329512,7.938264634,382.4726715,313.15,0.275122077,-0.275122077,0.000275155,22250.12194,0.020224554,69.09453176,86566.99982
0.025395038,9.613344592,7.484520792,382.0808056,313.15,0.037045993,-0.037045993,3.71E-05,2996.044069,0.038709667,68.9707214,11656.5
0.268785666,9.083494742,8.070603731,382.4114204,313.15,0.392101478,-0.392101478,0.000392148,31710.67117,0.019366413,69.11106087,123374.4998
0.459020241,9.1397912,8.013346422,382.3153778,313.15,0.669613517,-0.669613517,0.000669694,54154.07803,0.018529978,69.96441085,210693.4998
0.154736205,9.82309312,7.281040838,382.4421129,313.15,0.225727419,-0.225727419,0.000225754,18255.39651,0.020853978,67.53461591,71024.99982
0.142266896,8.893844095,8.265517388,381.036479,313.15,0.207537333,-0.207537333,0.000207562,16784.29814,0.021161253,69.96792156,65301.49982
0.033860051,9.60340241,7.47032308,382.4675756,313.15,0.049394658,-0.049394658,4.94E-05,3994.725425,0.033369291,69.32526021,15542
0.322395961,9.319545889,7.832229623,382.4413628,313.15,0.470307569,-0.470307569,0.000470364,38035.48183,0.019030805,69.44840051,147982.0002
0.242206551,9.423362186,7.727138224,382.5563687,313.15,0.353328167,-0.353328167,0.000353371,28574.9326,0.019587891,69.99718156,111174.5002
0.619399078,9.422325783,7.728234882,382.5636423,313.15,0.903572345,-0.903572345,0.000903681,73075.17844,0.018223976,68.94233016,284308.5074
0.020934322,9.448953509,7.68814695,376.9633494,313.15,0.030538751,-0.030538751,3.05E-05,2469.779733,0.043261407,65.96290737,9609
0.029399334,9.448896114,7.688224229,378.8609505,313.15,0.042887415,-0.042887415,4.29E-05,3468.46109,0.035800153,67.33836959,13494.5
0.020934322,9.448841022,7.688305651,378.3897305,313.15,0.030538751,-0.030538751,3.05E-05,2469.779733,0.043261407,66.79914001,9609
0.037864347,9.448840952,7.688305742,378.887986,313.15,0.05523608,-0.05523608,5.52E-05,4467.142446,0.031674997,69.22785209,17380
0.037864347,9.446467259,7.690870019,380.9321203,313.15,0.05523608,-0.05523608,5.52E-05,4467.142446,0.031674997,69.30078853,17380
0.033860051,9.446467698,7.690869167,381.1954519,313.15,0.049394658,-0.049394658,4.94E-05,3994.725425,0.033369291,69.83568864,15542
0.020934322,9.444925595,7.692605034,379.3279381,313.15,0.030538751,-0.030538751,3.05E-05,2469.779733,0.043261407,69.0604245,9609
0.016930025,9.444925591,7.692605078,378.3632395,313.15,0.024697329,-0.024697329,2.47E-05,1997.362713,0.049390418,68.95946953,7771
0.020934322,9.626615043,7.469044596,382.4689112,313.15,0.030538751,-0.030538751,3.05E-05,2469.779733,0.043261407,68.47006386,9609
0.042325063,9.624370448,7.471730843,382.8087985,313.15,0.061743322,-0.061743322,6.18E-05,4993.406782,0.030165066,69.25698079,19427.5
0.029399334,9.625580996,7.470121891,382.8948706,313.15,0.042887415,-0.042887415,4.29E-05,3468.46109,0.035800153,69.23449351,13494.5
0.181769562,9.759421863,7.321745922,381.6366787,313.15,0.265163374,-0.265163374,0.000265195,21444.7255,0.020332582,67.43072552,83433.5
1.476543941,9.755190012,7.326069473,382.8289878,313.15,2.153965542,-2.153965542,0.002154224,174199.0193,0.017715561,69.29257575,677743.9922
0.353435792,9.569650446,7.553793514,383.0076101,313.15,0.515588122,-0.515588122,0.00051565,41697.48473,0.01888303,69.36872973,162229.4998
0.037864347,9.445137047,7.692382092,382.2199447,313.15,0.05523608,-0.05523608,5.52E-05,4467.142446,0.031674997,-20,17380
0.037864347,9.445135643,7.692384724,381.7692028,313.15,0.05523608,-0.05523608,5.52E-05,4467.142446,0.031674997,69.39042826,17380
0.033860051,9.443884615,7.693823846,381.3085532,313.15,0.049394658,-0.049394658,4.94E-05,3994.725425,0.033369291,68.80379078,15542
0.016930025,9.447430152,7.68980565,380.2961957,313.15,0.024697329,-0.024697329,2.47E-05,1997.362713,0.049390418,69.33531592,7771
0.025395038,9.448795064,7.688303304,381.4679634,313.15,0.037045993,-0.037045993,3.71E-05,2996.044069,0.038709667,69.32267152,11656.5
0.016930025,9.448975761,7.688116563,380.8420328,313.15,0.024697329,-0.024697329,2.47E-05,1997.362713,0.049390418,68.93080564,7771
0.016930025,9.448836252,7.688314564,376.5727832,313.15,0.024697329,-0.024697329,2.47E-05,1997.362713,0.049390418,69.26142041,7771
0.020934322,9.448835814,7.688315582,374.9158007,313.15,0.030538751,-0.030538751,3.05E-05,2469.779733,0.043261407,69.16537779,9609
0.025395038,9.448837198,7.688312455,378.0835278,313.15,0.037045993,-0.037045993,3.71E-05,2996.044069,0.038709667,69.2921129,11656.5
0.020934322,9.448841202,7.68830476,379.0308816,313.15,0.030538751,-0.030538751,3.05E-05,2469.779733,0.043261407,67.88647901,9609
0.025395038,9.448850087,7.688291325,376.2537985,313.15,0.037045993,-0.037045993,3.71E-05,2996.044069,0.038709667,69.31757561,11656.5
0.029399334,9.448884071,7.688240864,379.0829945,313.15,0.042887415,-0.042887415,4.29E-05,3468.46109,0.035800153,69.29136285,13494.5
0.020934322,9.448888418,7.688233993,380.5763989,313.15,0.030538751,-0.030538751,3.05E-05,2469.779733,0.043261407,69.40636875,9609
0.020934322,9.52823029,7.58375222,379.2211772,313.15,0.030538751,-0.030538751,3.05E-05,2469.779733,0.043261407,69.41364229,9609
0.025395038,9.528229729,7.583753436,378.3298445,313.15,0.037045993,-0.037045993,3.71E-05,2996.044069,0.038709667,63.81334942,11656.5
0.025395038,9.623506087,7.472443664,382.720831,313.15,0.037045993,-0.037045993,3.71E-05,2996.044069,0.038709667,65.71095052,11656.5
0.025395038,9.622546319,7.473600833,382.749843,313.15,0.037045993,-0.037045993,3.71E-05,2996.044069,0.038709667,65.23973048,11656.5
0.008465013,9.622187404,7.473883508,377.6386304,313.15,0.012348664,-0.012348664,1.24E-05,998.6813564,0.08143267,65.73798603,3885.5
0.042325063,9.621348596,7.474886454,382.102661,313.15,0.061743322,-0.061743322,6.18E-05,4993.406782,0.030165066,67.78212028,19427.5
0.042325063,9.621201873,7.475090384,382.4572789,313.15,0.061743322,-0.061743322,6.18E-05,4993.406782,0.030165066,68.04545194,19427.5
0.012469309,9.621027855,7.47536532,379.8266251,313.15,0.018190086,-0.018190086,1.82E-05,1471.098377,0.060853074,66.17793809,5723.5
0.016930025,9.451621107,7.685267075,381.3799911,313.15,0.024697329,-0.024697329,2.47E-05,1997.362713,0.049390418,65.2132395,7771
0.351795295,9.806123033,7.248337729,382.7928659,313.15,0.513194984,-0.513194984,0.000513256,41503.94292,0.018890187,69.31891121,161476.5002
0.278888998,9.805959121,7.248541147,381.9614164,313.15,0.406840105,-0.406840105,0.000406889,32902.63744,0.019293298,69.65879846,128012
0.223638206,9.457114739,7.679398125,382.7159155,313.15,0.326240876,-0.326240876,0.00032628,26384.28497,0.019773852,69.74487057,102651.5
0.351795295,9.58335632,7.520342811,382.9666341,313.15,0.513194984,-0.513194984,0.000513256,41503.94292,0.018890187,68.48667867,161476.5002
0.016930025,9.528559272,7.583299114,379.8922078,313.15,0.024697329,-0.024697329,2.47E-05,1997.362713,0.049390418,69.67898784,7771
0.020934322,9.528458543,7.583433328,381.8330128,313.15,0.030538751,-0.030538751,3.05E-05,2469.779733,0.043261407,69.85761009,9609
0.025395038,9.613282675,7.48454499,382.0082894,313.15,0.037045993,-0.037045993,3.71E-05,2996.044069,0.038709667,69.06994472,11656.5
0.025395038,9.613282202,7.484546052,380.6065927,313.15,0.037045993,-0.037045993,3.71E-05,2996.044069,0.038709667,68.61920285,11656.5
0.357440089,9.656887527,7.436399339,383.022217,313.15,0.521429544,-0.521429544,0.000521492,42169.90175,0.018865835,68.15855323,164067.4998
0.316753345,9.628717278,7.47391868,382.9688728,313.15,0.462076185,-0.462076185,0.000462132,37369.77989,0.019060779,67.14619572,145392
0.20670818,9.628676292,7.473969991,382.7613766,313.15,0.301543547,-0.301543547,0.00030158,24386.92226,0.019972523,68.31796336,94880.5
0.220815809,9.628536431,7.474149612,381.5193393,313.15,0.322123596,-0.322123596,0.000322162,26051.30556,0.019804856,67.69203278,101356.0002
0.059255089,9.584560851,7.519356517,378.2279062,313.15,0.086440651,-0.086440651,8.65E-05,6990.769495,0.026503094,63.4227832,27198.5
0.230921319,9.48157707,7.668549331,382.265852,313.15,0.336865399,-0.336865399,0.000336906,27243.52872,0.019697347,61.76580074,105994.4998
0.268785666,9.429049042,7.710163947,382.6243245,313.15,0.392101478,-0.392101478,0.000392148,31710.67117,0.019366413,64.93352779,123374.4998
2.815281718,9.211044771,7.969560727,382.9104664,313.15,4.106901017,-4.106901017,0.004107393,332140.0067,0.017540855,65.88088163,1292233.992
0.728987823,9.629992434,7.442107246,382.8619696,313.15,1.063439162,-1.063439162,0.001063567,86004.18876,0.018092315,63.10379854,334610.5074
0.242206551,9.776776566,7.284150239,382.8465964,313.15,0.353328167,-0.353328167,0.000353371,28574.9326,0.019587891,65.93299451,111174.5002
0.434807102,9.776431629,7.284547673,382.4615156,313.15,0.634291666,-0.634291666,0.000634368,51297.47156,0.01859579,67.42639889,199579.5
0.037864347,9.615031112,7.482336793,379.5542949,313.15,0.05523608,-0.05523608,5.52E-05,4467.142446,0.031674997,66.07117718,17380
0.016930025,9.61503282,7.482333699,375.8718816,313.15,0.024697329,-0.024697329,2.47E-05,1997.362713,0.049390418,65.17984446,7771
0.033860051,9.627754274,7.467770973,382.9019553,313.15,0.049394658,-0.049394658,4.94E-05,3994.725425,0.033369291,69.570831,15542
0.037864347,9.627039516,7.468711217,382.8445604,313.15,0.05523608,-0.05523608,5.52E-05,4467.142446,0.031674997,69.59984303,17380
0.731808009,9.754642592,7.326943553,382.1391688,313.15,1.067553217,-1.067553217,0.001067681,86336.90737,0.018089447,64.48863039,335904.9926
0.159196921,9.755311177,7.326227661,381.9257102,313.15,0.232234662,-0.232234662,0.000232262,18781.66085,0.020755745,68.95266103,73072.49982
0.184591959,9.755300982,7.326241033,381.8121549,313.15,0.269280655,-0.269280655,0.000269313,21777.70492,0.020286951,69.30727889,84728.99982
0.937334306,9.54118197,7.592681085,382.9023331,313.15,1.367372647,-1.367372647,0.001367537,110584.394,0.017926909,66.67662513,430243
0.359078408,9.55388044,7.575362577,382.8792298,313.15,0.523819507,-0.523819507,0.000523882,42363.18667,0.018858911,68.22999114,164819.5
0.182951462,9.559305839,7.567919882,382.7127595,313.15,0.266887516,-0.266887516,0.00026692,21584.16311,0.020313302,69.64286593,83976.00018
0.337572197,9.574930361,7.575932391,381.439548,313.15,0.492446489,-0.492446489,0.000492506,39825.93679,0.018955158,68.8114164,154947.9986
0.67419345,9.558704057,7.599395497,382.9807629,313.15,0.983505753,-0.983505753,0.000983624,79539.6836,0.018152795,69.56591554,309459.5074
0.029399334,9.528064301,7.583983348,382.1368404,313.15,0.042887415,-0.042887415,4.29E-05,3468.46109,0.035800153,69.81663414,13494.5
0.042325063,9.455106345,7.681537671,382.5023111,313.15,0.061743322,-0.061743322,6.18E-05,4993.406782,0.030165066,66.74220776,19427.5
0.365905101,8.257720645,8.914026756,381.9734327,313.15,0.533778209,-0.533778209,0.000533842,43168.58311,0.018830725,68.68301278,167952.9998
